EventName,Division,StartDate,EndDate,Time,Venue,Address,City,State,Zip,Category,EventType,PrizeMoney,EntryFee,Runs,Description,Website,Phone,Email,SourceImage,DateExtracted,TeamRopingAI
Easter Weekend Roping - J Bar C Cowboy Church,#10.5 / #8.5,04/04/2026,04/04/2026,"Books Open 9:00 AM, #10.5 Rope 10:30 AM",JBCCC Arena,230 E FM 813,Palmer,TX,,Team Roping,Jackpot,,$200/man,4 Head,Enter 1 Draw 1. 4 HD Progressive after 1. Pick after 100/man. #8.5 follows #10.5. Cash only.,,972-567-1416,,659824359_26344693401808501_2670950743320025450_n.jpg,2026-03-27,YES
Williams Team Roping #11.5 Slide,#11.5 Slide,04/06/2026,04/06/2026,"Books Open 6:00 PM, Draw 6:50 PM, Rope 7:00 PM",Parker County Arena,1010 FM 1885,Weatherford,TX,,Roping,Team Roping,,$80/roper,4HD/PA1,#Number11.5 #Slide. $80 per man enter up. 4HD/PA1. .75 per 1/2 number down. .5 sec per 1/2 number up. No phone entries. Must be present to enter. Cash preferred. No checks. JC Williams 940.393.3023.,,940.393.3023,,658787456_837733259343801_4990492995317485969_n.jpg,2026-03-30,YES
Williams Team Roping #11.5 Slide,#11.5 Slide,04/13/2026,04/13/2026,"Books Open 6:00 PM, Draw 6:50 PM, Rope 7:00 PM",Parker County Arena,1010 FM 1885,Weatherford,TX,,Roping,Team Roping,,$80/roper,4HD/PA1,#Number11.5 #Slide. $80 per man enter up. 4HD/PA1. .75 per 1/2 number down. .5 sec per 1/2 number up. No phone entries. Must be present to enter. Cash preferred. No checks. JC Williams 940.393.3023.,,940.393.3023,,658787456_837733259343801_4990492995317485969_n.jpg,2026-03-30,YES
Williams Team Roping #11.5 Slide,#11.5 Slide,04/20/2026,04/20/2026,"Books Open 6:00 PM, Draw 6:50 PM, Rope 7:00 PM",Parker County Arena,1010 FM 1885,Weatherford,TX,,Roping,Team Roping,,$80/roper,4HD/PA1,#Number11.5 #Slide. $80 per man enter up. 4HD/PA1. .75 per 1/2 number down. .5 sec per 1/2 number up. No phone entries. Must be present to enter. Cash preferred. No checks. JC Williams 940.393.3023.,,940.393.3023,,658787456_837733259343801_4990492995317485969_n.jpg,2026-03-30,YES
Williams Team Roping #11.5 Slide,#11.5 Slide,04/27/2026,04/27/2026,"Books Open 6:00 PM, Draw 6:50 PM, Rope 7:00 PM",Parker County Arena,1010 FM 1885,Weatherford,TX,,Roping,Team Roping,,$80/roper,4HD/PA1,#Number11.5 #Slide. $80 per man enter up. 4HD/PA1. .75 per 1/2 number down. .5 sec per 1/2 number up. No phone entries. Must be present to enter. Cash preferred. No checks. JC Williams 940.393.3023.,,940.393.3023,,658787456_837733259343801_4990492995317485969_n.jpg,2026-03-30,YES
Alfred K. Roberts 2nd Annual Memorial Roping,"#10.5/6E Cap, #9.5/5E Cap, #8.5/4E Cap",04/04/2026,04/04/2026,"Books Open 10:00 AM, Close 11:00 AM",Ace Arena,1441 E. Hwy 176,Andrews,TX,,Roping,Team Roping,16 Buckles,$150/man,Enter 1 Draw 2 or Enter Open Draw 3,"#Number10.5 #Number9.5 #Number8.5 #Buckles. Hines Cattle Co. 3 divisions: #10.5/6E Cap (buckle to 1st, starts ~11 AM); #9.5/5E Cap (buckles to 1st-2nd, will not start before 1 PM); #8.5/4E Cap (buckles to 1st-5th, will not start before 3 PM). $150/man enter 1 draw 2 or enter open draw 3. $50/man add-ons after draw (must enter at least once). $20 extra runs or half the money no prizes. Extra run paid before run. World Series numbers. Negative Coggins required. Cash only or credit cards. No checks. Jesse Hines (830) 444-9569. Joshua Tankersley (701) 340-0834.",,(830) 444-9569,,661941287_2789559461395840_2203741999498038102_n.jpg,2026-03-30,YES
Southwest Missouri Classic,"#15.5 WCTR, #14.5 WCTR, #13.5 WCTR, #12.5 WCTR, #11.5 WCTR",04/10/2026,04/10/2026,"Books Open 7:30 AM, Rope 9:00 AM",Lucky J Arena & Steakhouse,,Carthage,MO,,Roping,Team Roping,Buckles to Average Winners,$120/roper,"Enter 4X, 4 Steer","#Number15.5 #Number14.5 #Number13.5 #Number12.5 #Number11.5 #WCTR. 3 Point Productions & Jeff Smith. Friday April 10. 5 divisions: #15.5 WCTR (must be 6HD/7HL to draw), #14.5 WCTR (must be 5HD/7HL to draw), #13.5 WCTR (must be 5HD/6HL to draw), #12.5 WCTR (must be 4HD/6HL to draw), #11.5 WCTR (must be 4HD/5HL to draw). All $120/roper enter 4X, 4 steer. Buckles to AVG winners. Top 5 of every roping receive discounted fees in shoot-outs at 2026 WCF World Cup Finals. 70% cash/prize payout. Cash or credit card only. On-site entry. Scott Gage (660) 868-1021, Kyle Taylor (719) 468-3435.",www.3pointproductions.com,(660) 868-1021,,651825918_1508008544662945_8765372859639352396_n.jpg,2026-03-30,YES
Southwest Missouri Classic,"#11.5 WCTR Masters, #10.5 WCTR Masters, #10.5 WCTR, #9.5 WCTR Saddle Roping",04/11/2026,04/11/2026,"Books Open 7:30 AM, Rope 9:00 AM",Lucky J Arena & Steakhouse,,Carthage,MO,,Roping,Team Roping,Buckles to Average Winners,$240/roper,"Enter 3X, 4 Steer, Pick 1 Draw 1 or Draw 2","#Number11.5 #Number10.5 #Number9.5 #WCTRMasters #SaddleRoping #WCTR. Saturday April 11. Masters divisions open to men 40 & over, ladies any age. #11.5 WCTR Masters (must be 4HD/5HL to draw), #10.5 WCTR Masters capped @6.5, #10.5 WCTR capped @6.5, #9.5 WCTR Saddle Roping capped @5.5. All $240/roper enter 3X, 4 steer, pick 1 draw 1 or draw 2. Buckles to AVG winners. Top 5 of every roping receive discounted fees at 2026 WCF World Cup Finals. 70% cash/prize payout. Cash or credit card only. Scott Gage (660) 868-1021, Kyle Taylor (719) 468-3435.",www.3pointproductions.com,(660) 868-1021,,651825918_1508008544662945_8765372859639352396_n.jpg,2026-03-30,YES
Southwest Missouri Classic,"#9.5 WCTR Masters, #8.5 WCTR Masters, #8.5 WCTR Saddle Roping, #7.5 WCTR",04/12/2026,04/12/2026,"Books Open 7:30 AM, Rope 9:00 AM",Lucky J Arena & Steakhouse,,Carthage,MO,,Roping,Team Roping,Buckles to Average Winners,$240/roper,"Enter 3X, 3-4 Steer, Pick 1 Draw 1 or Draw 2","#Number9.5 #Number8.5 #Number7.5 #WCTRMasters #SaddleRoping #WCTR. Sunday April 12. Masters divisions open to men 40 & over, ladies any age. #9.5 WCTR Masters capped @5.5, #8.5 WCTR Masters capped @4.5 (3 steer), #8.5 WCTR Saddle Roping capped @4.5 (4 steer), #7.5 WCTR capped @4 (3 steer). All $240/roper enter 3X, pick 1 draw 1 or draw 2. Buckles to AVG winners. Rookie Rumble at noon (6 & under, 7-9, 10-12). 70% cash/prize payout. Cash or credit card only. Scott Gage (660) 868-1021, Kyle Taylor (719) 468-3435.",www.3pointproductions.com,(660) 868-1021,,651825918_1508008544662945_8765372859639352396_n.jpg,2026-03-30,YES
Southwest Missouri Classic - Rookie Rumble,"6 & Under, 7-9, 10-12",04/12/2026,04/12/2026,Sunday at Noon,Lucky J Arena & Steakhouse,,Carthage,MO,,Roping,Team Roping,,,,"#Youth #RookieRumble #Kids. Southwest Missouri Classic Rookie Rumble. Sunday April 12 at noon. Three age divisions: 6 & under, 7-9, 10-12. On-site entry. Cash or credit card only.",www.3pointproductions.com,(660) 868-1021,,651825918_1508008544662945_8765372859639352396_n.jpg,2026-03-30,YES
Team Roping Clinic with Charly Crawford & Trey Johnson,Clinic - 10 Headers / 10 Heelers,05/01/2026,05/02/2026,"May 1-2, 2026",Private Facility - Spicer Gripp Memorial Roping Arena,59 Toby Rd,Belen,NM,87002,Team Roping,Clinic,$800/person,$800/person,,Team Roping Clinic with Charly Crawford & Trey Johnson. May 1-2 2026. 10 Headers and 10 Heelers. $800 per person. Lunch provided. Contact Estevan Castillo 505-450-5519 or Malaika Castillo 505-350-1406.,,505-450-5519,,658129449_1463861538520874_655857740435575649_n.jpg,2026-03-30,YES
7.5 Big Money 2026,#8.5 40+ Roping / #6.5 Buckle Mania / #7.5 Big Money,05/16/2026,05/16/2026,Books Close 9:00 AM,Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Jackpot,"$10,000 Guaranteed + 26 Trophy Buckles",$120/roper,#8.5: Enter 2X; #6.5: Enter 2X; #7.5: Enter 4X,#8.5 40+ Roping: P1D1 or D2 $120/roper Enter 2X 4.5 Cap 3-Steer 40+ or Women any age Buckles 1st-3rd. #6.5 Buckle Mania: P1D1 $120/roper Enter 2X 3.5 Cap H-Cap 2-Steer Buckles 1st-3rd. #7.5 Big Money: P1D1 or D2 $120/roper Enter 4X 4.5 Cap 3-Steer $10000 cash guaranteed to High Point Roper 14 Trophy Buckles 1st-7th Points awarded to 1st-15th in average. Books close at 10:30 AM for #7.5. Credit card 5% fee. Global Numbers. Flag-on heels. 2/3 cash and prize payback.,ropingco.com,480-540-8405,,657265577_1500708361853009_4069591885898329525_n.jpg,2026-03-30,YES
Flat Productions Roping,"#7.5 w/#6.5 Inc, #9.5 Saddle, #11.5 Slide",04/04/2026,04/04/2026,"Enter 9:30 AM, Rope 10:30 AM",Private Arena - Flat Productions,34018 CR 55,Gill,CO,80624,Team Roping,Jackpot,Saddle Pads / Saddles / Buckles,$120-$150/roper,#7.5: 3-Steer; #9.5: 4-Steer; #11.5: 4-Steer,#7.5 w/#6.5 Inc: P1D1 or D2 $120 3 steer PA1 capped at #4 heeler Best Ever Saddle Pads to 1st in Avg Buckles to 1st in Incentive. #9.5 Saddle: P1D1 or D2 $150 4 steer PA1 capped at #5.5 heeler Saddles to 1st in Avg. #11.5 Slide: P1D1 or D2 $150 4 steer PA1 Handicap .75 sec/half # up and down Traditional Barrier Best Ever Saddle Pads to 1st in Avg. No membership required. Global handicaps. Cash preferred credit 3% fee. No checks or tabs. Concessions available.,,Gary 970-846-7825,,657683299_1761813728162076_5663130108367559729_n.jpg,2026-03-30,YES
The Beast 2026 Truck Roping - Friday,"#11.5 Big $3000, #9.5 Saddle, #7.5 2-Steer Buckle",06/12/2026,06/12/2026,Books Close 9:00 AM,Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Jackpot,"$3,000 Guaranteed + Saddles + Buckles",$120-$150/roper,#11.5: Enter 2X 4-Steer; #9.5: Enter 2X 3-Steer; #7.5: Enter 2X,#11.5 Big $3000: P1D1 or D2 $150/roper Enter 2X 7 Cap 4-Steer $3000 guaranteed to 1st. #9.5 Saddle: P1D1 or D2 $120/roper Enter 2X 5.5 Cap 3-Steer Saddles to 1st. #7.5 2-Steer Buckle: P1D2 $120/roper Enter 2X 4.5 Cap Buckles 1st-4th. Cash or credit card 5% fee no checks. Global numbers. Flag-on heels. Points to 20 in each roping. If over 1000 teams may run short go Sunday morning no draw outs. Entries close 9:30 AM for truck roping. Stalls at lindenvalleyarena.com.,ropingco.com,480-540-8405,,657549848_1500711075186071_3577391412755600103_n.jpg,2026-03-30,YES
The Beast 2026 Truck Roping - Saturday,"#10.5 Muley Roping, #11.5 Beast Truck Roping",06/13/2026,06/13/2026,"Books Close 8:45 AM, Rope 9:00 AM",Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Jackpot,New RAM 3500 to High Point Roper,$100-$200/roper,#10.5: Enter 2X 3-Steer; #11.5: Enter 4X 4-Steer,#10.5 Muley Roping: Pick $100/roper Enter 2X 7 Cap 3-Steer Muleys roped. #11.5 Beast Truck Roping: P1D1 or D2 $200/roper Enter 4X 7 Cap 4-Steer Handicapped New RAM 3500 to High Point Roper. Cash or credit card 5% fee no checks. Global numbers. Flag-on heels. Truck recipients responsible for TT&L. Stalls at lindenvalleyarena.com.,ropingco.com,480-540-8405,,657549848_1500711075186071_3577391412755600103_n.jpg,2026-03-30,YES
Cactus Ropes Season Opener - Linden Valley Arena,"#12.5 Slide, #11.5 $2K Guaranteed, #10.5 Legends 40+, #9.5 Saddle Roping",05/09/2026,05/09/2026,Books Close 9:00 AM on 1st Roping,Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Jackpot,"$2,000 Guaranteed + Saddles + Cactus Ropes",$120/roper,#12.5: Enter 2X; #11.5: Enter 3X; #10.5: Enter 2X; #9.5: Enter 3X,#12.5 Slide: 4.5 Sec +/- Max 4-Steer H'capped No Cap P1D1 or D2 Enter 2X $120/roper 70% Payback Cactus Ropes to 1st in Avg. #11.5 $2K Guaranteed: 3-Steer H'capped #6.5 Cap P1D1 or D2 Enter 3X $120/roper $2000 guaranteed to 1st in Avg Cactus Ropes to 1st in Avg. #10.5 Legends 40+: 3-Steer H'capped #6.5 Cap P1D1 or D2 Enter 2X $120/roper Women any age. #9.5 Saddle Roping: 3-Steer H'capped #5.5 Cap P1D1 or D2 Enter 3X $120/roper Saddles+Cash to 1st Cactus Ropes+Cash to 2nd-5th. Credit card 5% fee. WSTR or USTR numbers. Flag-on heels. High point top 15 in avg. 2/3 cash and prize payback.,ropingco.com,480-540-8405,,661407175_1500707481853097_4229648414776034303_n.jpg,2026-03-30,YES
Cinco de Mayo Trailer De Mayo,"#11.5 Beast De Mayo, #9.5 Trailer De Mayo",05/02/2026,05/02/2026,Books Close 9:00 AM,Navajo County Fair Grounds,,Holbrook,AZ,,Team Roping,Jackpot,3 Horse Slant Trailer to High Point,$120/man,#11.5: Enter 2X 3-Steer; #9.5: Enter 4X 3-Steer,Presented by The Roping Co. #11.5 Beast De Mayo: P1D1 or D2 $120/man Enter 2X No-Cap 3-Steer 3 Horse Slant Trailer to High Point 1st & 2nd receive $1000/TM voucher toward entry into The Beast RAM Truck Roping in June. #9.5 Trailer De Mayo: P1D1 or D2 $120/man Enter 4X 5.5 Cap 3-Steer 3 Horse Slant Trailer to High Point. Cash or credit card 5% fee no checks. Global numbers. Flag-on heels. High point based on top 15 in avg. All ropings 3-steer handicapped. 2/3 cash and prize payback. Trailer recipients responsible for TT&L.,ropingco.com,480-540-8405,,657387137_1500706621853183_6940348241190742729_n.jpg,2026-03-30,YES
WSTR 2026 Qualifier - Show Low - Friday,"Open WSTR, #15.5 WSTR, #14.5 WSTR, #13.5 WSTR, #12.5 WSTR, #11.5 Saddle Roping",05/22/2026,05/22/2026,"Books Open 8:00 AM, Rope 9:00 AM",Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Championship,Saddles to 1st,$150-$200/roper,Open: Enter 2X 4-Head; #15.5-#12.5: Enter 2X; #11.5: Enter 2X 3-Steer,WSTR 2026 Qualifier May 22-25. Friday: Open WSTR $200/roper Enter 2X Pick or Draw No age limit 4-Head Must be 7HD/8HL to draw +$40 draw-in fee 80% payback. #15.5 WSTR $150/roper Enter 2X Must be 6HD/7HL to draw +$40 draw-in 75% payback. #14.5 WSTR $150/roper Enter 2X Must be 5HD/7HL to draw +$40 draw-in 75% payback. #13.5 WSTR $150/roper Enter 2X Must be 5HD/6HL to draw +$40 draw-in 75% payback. #12.5 WSTR $150/roper Enter 2X Must be 21 Must be 4HD/6HL to draw +$40 draw-in 75% payback. #11.5 Saddle Roping $150/roper P1D1 or D2 Enter 2X 3-Steer No age limit No #cap 2/3 cash & prizes Saddles to 1st. Must be 21+ for WS qualifiers except Open #15.5 #14.5 #13.5. $40 non-refundable draw-in fee waived in #8.5 and #7. WSTR membership required including Key Cards. Cash or credit cards no checks. RV & stalls at lindenvalleyarena.com.,wstroping.com,480-540-8405,,657553147_1500713095185869_522162473391309330_n.jpg,2026-03-30,YES
WSTR 2026 Qualifier - Show Low - Saturday,"#11.5 WSTR, #10.5 WSTR, #9.5 WSTR, #8.5 Saddle Roping",05/23/2026,05/23/2026,"Books Open 8:00 AM, Rope 9:00 AM",Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Championship,Saddles to 1st,$150-$300/roper,#11.5/#9.5/#8.5: Enter 2X; #10.5: Enter 2X,Saturday: #11.5 WSTR #7.5 Heeler Cap $150/roper Enter 2X Must be 21 Must be 4HD/5HL to draw +$40 draw-in 75% payback. #10.5 WSTR #6.5 Heeler Cap $300/roper Enter 2X Must be 21 Must be 4HD/5HL to draw +$40 draw-in 80% payback. #9.5 WSTR #5.5 Heeler Cap $150/roper Enter 2X Must be 21 +$40 draw-in 75% payback. #8.5 Saddle Roping #6.5 Heeler Cap $150/roper P1D1 or D2 Enter 2X 3-Steer No age limit Handicap 2/3 cash & prizes Saddles to 1st. WSTR membership required. Cash or credit cards no checks.,wstroping.com,480-540-8405,,657553147_1500713095185869_522162473391309330_n.jpg,2026-03-30,YES
WSTR 2026 Qualifier - Show Low - Sunday,"#8.5 WSTR, #7.5 WSTR, #6.5 Saddle Roping",05/24/2026,05/24/2026,"Books Open 8:00 AM, Rope 9:00 AM",Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Championship,Saddles to 1st,$150/roper,#8.5: Enter 3X; #7.5/#6.5: Enter 2X 3-Steer,Sunday: #8.5 WSTR #4.5 Cap Both Ends $150/roper Enter 3X Pick or Draw Must be 21 75% payback. #7.5 WSTR #4 Cap Both Ends $150/roper Pick or Draw 3-Steer Must be 21 75% payback. #6.5 Saddle Roping #4.5 Cap Both Ends $150/roper P1D1 or D2 Enter 2X 3-Steer No age limit No #cap Saddles to 1st. WSTR membership required. Cash or credit cards no checks.,wstroping.com,480-540-8405,,657553147_1500713095185869_522162473391309330_n.jpg,2026-03-30,YES
WSTR 2026 Qualifier - Show Low - Monday,#9.5 $20000 Guaranteed,05/25/2026,05/25/2026,"Books Open 8:00 AM, Rope 9:00 AM",Linden Valley Arena,1120 Pearce Rd,Show Low,AZ,,Team Roping,Championship,"$20,000 Guaranteed to High Point Roper",$150/roper,"Enter 4X, 4-Steer",Monday: #9.5 $20000 Guaranteed to High Point Roper $150/roper P1D1 or D2 Enter 4X 4-Steer No age limit Handicapped Capped at #5.5 both ends 2/3 cash & prizes. WSTR membership required. Cash or credit cards no checks.,wstroping.com,480-540-8405,,657553147_1500713095185869_522162473391309330_n.jpg,2026-03-30,YES
Team Roping Clinic with Jake Barnes and Clay O'Brien Cooper,,04/18/2026,04/19/2026,8:00 AM,The Spokane Equestrian Center,,Spokane,WA,,Team Roping,Clinic,,$700/person,,15 Headers & 15 Heelers. Ground and Sled Work. Live Cattle. Meals Provided. Draw Pot for Heading & Heeling to Winner of Roping. RSVP with 50% deposit.,,509-999-5808,,660446068_1548391227286919_5397719089178917914_n.jpg,2026-03-30,YES
Next Level Ministry Team Roping One-Day Clinic,,05/09/2026,05/09/2026,9:00 AM - 5:00 PM,Private Arena,55332 Elderberry Rd,Boone,CO,81025,Team Roping,Clinic,,$150/person,,Headers & Heelers Beginners to Advanced Welcome. Includes Breakfast & Lunch. RSVP by May 1.,,DJ 719-671-5863 / Kelly 970-520-3083,,661033903_27408969302026328_1917986591076591526_n.jpg,2026-03-30,YES
Valencia County Rodeo Team Open Breakaway Jackpot,,04/03/2026,04/03/2026,7:30 PM,Valencia County Rodeo Arena,10 I-25 Bypass,Belen,NM,87002,Breakaway,Jackpot,,$100 (2 runs enter 3x),,Books open 5:30pm close 7pm. Start no earlier than 7:30pm. Top 30 to short go. 50% payback. Open to all ages. $25 late fee. $10 office fee.,,RayeVen 505-916-4128,,659102730_122186228312482639_371570937516225815_n.jpg,2026-03-30,YES
NMJC Jackpot - Goat Tying & Breakaway,,04/04/2026,04/04/2026,10:00 AM,NMJC Arena,4324 W Millen Dr,Hobbs,NM,,Breakaway,Jackpot,,Goat Tying $80 (2 head enter 2x) / Breakaway $100 (2 head enter 2x) / $10 office fee,,Goat Tying: enter 9:30am tie 10am. Breakaway: enter 10:30am rope 11am. 80% payback. Cash only.,,Kaytlyn Miller 435-773-7151,,659638073_18024348068803557_152086065966373253_n.jpg,2026-03-30,YES
Total Feeds National Breakaway Championships 2026,,04/22/2026,04/22/2026,10:00 AM,Will Rogers Memorial Center - Watt Arena,,Fort Worth,TX,,Breakaway,Championship,,$5000 added to Open,19U/15U: $500 early/$600 onsite / Open Ladies: $750 early/$850 onsite,,Entries close 9am. Rope at 10am. 2 full rounds + short round. Top 20 to short round. Enter 2x. $60 Global Membership required. PWR Fast Track eligible. $50 late fee onsite.,,USTRC 505-899-1870,,656773912_18179031019384285_8694449114716022873_n.jpg,2026-03-30
South Texas Tour Team Roping,,04/02/2026,04/02/2026,8:00 PM,J.B. Wells Covered Arena,,Gonzales,TX,,Team Roping,Jackpot,,$160/man (draw 1 draw 2 or draw 3 enter 4x),,#10.5 Drawpot #6 cap any age. Over 40 incentive paid on 3 hd min $320. Books open 7:00 close 7:30 rope 8:00. Paid up by 7:40. Extra drawn runs $20 or win half money. Cash only. USTRC/WSTRC#s required.,,830-660-7731,,659177552_26164941883116334_840946823504240311_n.jpg,2026-03-30,YES
Cinch BRC Finale - Day One,,04/10/2026,04/10/2026,8:00 AM,OG&E Coliseum,301 Gordon Cooper Blvd,Oklahoma City,OK,,Breakaway,Championship,$150000 added,Total Feeds Open $750 (enter 5x $20000 added) / #5 Cinch Slide $750 (enter 5x $30000 added) / $50 late fee onsite,,8am start. No qualifications required. 2 full rounds + short go. #5 Cinch Slide: .2 HC up to #6 down to #4. Entries close April 1st. Mail-in postmarked by April 1st. PWR Fast Track Qualifier.,,,,660888637_122183384576754117_2954071910502953820_n.jpg,2026-03-30,YES
The Denali Truck Roping - Warm Up Ropings,,07/24/2026,07/24/2026,7:00 PM,Martin County Complex,,Stanton,TX,,Team Roping,Jackpot,,$100/man,,#13 Slide. #11.5 w/ #9 inc. Pick or draw. World Series Barrier. 4 head progressive after 1. 100 teams max per roping. Books open 5:30pm close 6:30pm rope 7pm. Cash only.,,432-664-1823 / 432-634-1150,,658185855_3745353012274453_8528460855414149592_n.jpg,2026-03-30,YES
The Denali Truck Roping,,07/25/2026,07/25/2026,11:00 AM,Martin County Complex,,Stanton,TX,,Team Roping,Jackpot,1st $41000 / 2nd $28000 / 3rd $22000 / High Point: 3500 Denali Truck,$1000/man (enter 4x),,#11.5 w/ #10.5 inc. Capped 7. 150 teams max. Pick only. World Series Barrier. 4 head progressive after 1. Books open 9:30 close 10:30 rope 11am. Pre-entries open July 1. Buckles & Saddles awarded.,,432-664-1823 / 432-634-1150,,658185855_3745353012274453_8528460855414149592_n.jpg,2026-03-30,YES
Rope Horse Futurity - Tiedown,,04/14/2026,04/14/2026,2:00 PM,The Ranch at NRS,,Decatur,TX,,Team Roping,Futurity,,$500 (4 & under $250 optional side pot),,6 & under tie down. Open/Intermediate. 3 rounds progressive after 2. Stalls/hookup: theranchatnrs.com.,,Dirk Webb 940-391-8714,,659088140_35062544700025499_887246144720056658_n.jpg,2026-03-30,YES
Rope Horse Futurity - Breakaway,,04/15/2026,04/15/2026,10:00 AM,The Ranch at NRS,,Decatur,TX,,Breakaway,Futurity,,$500 (4 & under $250 optional side pot),,6 & under breakaway. Open/Intermediate. 3 rounds progressive after 2. Stalls/hookup: theranchatnrs.com.,,Dirk Webb 940-391-8714,,659088140_35062544700025499_887246144720056658_n.jpg,2026-03-30,YES
ERA Roping - Saturday,,04/25/2026,04/25/2026,10:00 AM,U-Cross Arena,,Coleman,OK,,Team Roping,Jackpot,,#12 Slide $150 / #12.5 ERA $80 / #11.5 High Roller $120 / #10.5 Mixed $80 / #10.5 ERA $80 / #9.5 High Roller $120 (all per roper),,Enter 9am rope 10am. Books close 15 min before each roping. 80% payback. Top 3 High Roller qualify for $50000 ERA Finale. Mixed Roping = 35+ or female. Draw-in option free. Enter 3x. Cash only. Global Handicap required.,,Bryce 406-671-6627,,656436713_1491979016309861_8772552556233519947_n.jpg,2026-03-30,YES
ERA Roping - Sunday,,04/26/2026,04/26/2026,10:00 AM,U-Cross Arena,,Coleman,OK,,Team Roping,Jackpot,,#13.5 ERA $120 / #11.5 Mixed $80 / #11.5 High Roller $120 / #10.5 ERA $80 / #9.5 Mixed $80 / #8.5 ERA $80 / #7.5 High Roller $140 (all per roper),,Enter 9am rope 10am. Books close 15 min before each roping. 80% payback. Top 3 High Roller qualify for $50000 ERA Finale. Mixed Roping = 35+ or female. Draw-in option free. Enter 3x. Cash only. Global Handicap required.,,Bryce 406-671-6627,,656436713_1491979016309861_8772552556233519947_n.jpg,2026-03-30,YES
Breakaway & Goat Tying Jackpot,,04/04/2026,04/04/2026,1:00 PM,Sheriffs Pose Arena,648 25Rd,Grand Junction,CO,,Breakaway,Jackpot,,Open Breakaway $75 (enter 2x) / Novice Breakaway $50 (enter 2x) / Goat Tying $50 (enter 2x) / $10 office fee,,Enter 12:30pm rope 1pm. Open Breakaway 2 full rounds + short. Novice 2 rounds avg on 2 under $1000 career. Goat Tying Open & 15U divisions. Cash only.,,McKenna 307-399-5827,,657383176_3019382228257905_1718392334019622639_n.jpg,2026-03-30,YES
Valencia County Rodeo Team Open Breakaway Jackpot,Open,04/03/2026,04/03/2026,7:30 PM,,10 I-25 Bypass,Belen,NM,87002,Breakaway,Jackpot,,$100,2,"Books open 5:30pm, close 7pm. $25 late fee, $10 office fee. Enter 3x. Top 30 to short go. 50% payback. Open to all ages. 3 Secret Golden eggs hiding in the arena.",,505-916-4128,,,659102730_122186228312482639_371570937516225815_n.jpg,2026-03-31
1st Annual Cheer Team Team Roping Fundraiser,#10.5 No Cap with 8.5 Incentive,05/09/2026,05/09/2026,"Books Open at 5, Rope at 6:30",3 Barrels Up Arena,21387 US-59,Garrison,TX,75946,Team Roping,Jackpot,,$150/man (Picks $50/man),,"Benefiting the Martinsville Jr High Cheer Team, this evening jackpot offers #10.5 No Cap team roping with an 8.5 incentive division. Pick 1 Draw 2 or 3 format at $150 per man, with picks available at $50 per man. Books open at 5 PM with roping starting at 6:30 PM. Sponsored by the cheer booster club.",,936-332-8144 / 946-488-0673,,661062611_27148322831437506_9043374587308428788_n.jpg,2026-04-02,YES
WSTR 2026 Qualifier - Friday,"Open WSTR, #15.5, #14.5, #13.5",04/10/2026,04/10/2026,"Books Open 10:30-11:30 AM, Rope at 12:00 Noon",Ace Arena,,Andrews,TX,,Team Roping,Qualifier,,$100-$200/roper,Enter 2-3x,World Series of Team Roping qualifier at Ace Arena featuring multiple divisions across three days. Friday offers Open WSTR and #15.5-#13.5 classes. Saddles to average winners. WSTR or USTRC membership required. Negative Coggins required. Draw-in available $40. 80% payback on $200+ entry fees.,www.WSTRoping.com,505-429-0164,,661718539_17875495920560898_1435562528894176541_n.jpg,2026-04-02,YES
WSTR 2026 Qualifier - Saturday,"#13.5, #12.5, #11.5, #10.5 WSTR, #10.5 Saddle Roping",04/11/2026,04/11/2026,"Books Open 7:30-8:30 AM, Rope at 9:00 AM",Ace Arena,,Andrews,TX,,Team Roping,Qualifier,,$100-$300/roper,Enter 2-3x,World Series of Team Roping qualifier continues with #13.5 through #10.5 divisions plus #10.5 Saddle Roping. Saddles to average winners in the saddle roping. Must be 21 for most divisions. WSTR or USTRC membership required. Cash or credit cards accepted. Stalls at OpenStalls.com.,www.WSTRoping.com,505-429-0164,,661718539_17875495920560898_1435562528894176541_n.jpg,2026-04-02,YES
WSTR 2026 Qualifier - Sunday,"#9.5 Super Qualifier, #8.5, #7.5 WSTR, #9.5 Saddle Roping",04/12/2026,04/12/2026,"Books Open 7:30-8:30 AM, Rope at 9:00 AM",Ace Arena,,Andrews,TX,,Team Roping,Qualifier,,$100-$250/roper,Enter 2-3x,World Series of Team Roping qualifier finale featuring the #9.5 Super Qualifier plus #8.5 and #7.5 divisions. #9.5 Saddle Roping with saddles to average winners. #7.5 is 3-steer format. Must be 21 for most divisions. Negative Coggins required. Presented by Priefert.,www.WSTRoping.com,505-429-0164,,661718539_17875495920560898_1435562528894176541_n.jpg,2026-04-02,YES
